Order_ID,Customer_ID,Order_Date,Order_Time,Day_of_Week,Item_Name,Category,Size,Quantity,Order_Channel,Total_Amount
11019,3704,2025-09-19,22:56,Friday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
11020,93,2024-05-16,13:49,Thursday,Cheesy Garlic Bread,Side,Standard,1,Phone,11.99
11021,3897,2024-02-08,19:58,Thursday,Meat Feast Pizza,Pizza,Large,3,Walk-in,74.84
11022,1041,2025-06-15,20:32,Sunday,Spicy Chicken Pizza,Pizza,Small,2,Phone,37.42
11023,7191,2024-11-24,19:30,Sunday,Vegetarian Classic Pizza,Pizza,Small,4,Online,71.96
11024,436,2025-06-01,22:14,Sunday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
11025,3312,2025-07-07,19:58,Monday,Caesar Salad,Salad,Standard,4,Online,39.96
11026,4634,2024-01-13,21:59,Saturday,Margherita Pizza,Pizza,Medium,2,Phone,39.98
11027,3349,2025-05-01,19:07,Thursday,BBQ Chicken Pizza,Pizza,Large,1,Walk-in,24.95
11028,3025,2025-12-27,21:05,Saturday,Farmhouse Classic Pizza,Pizza,Large,4,Online,99.79
11029,1194,2024-07-09,22:12,Tuesday,Margherita Pizza,Pizza,Medium,4,Online,79.96
11030,7576,2025-10-17,20:19,Friday,Farmhouse Classic Pizza,Pizza,Large,4,Walk-in,99.79
11031,1154,2024-02-19,20:43,Monday,Wings (8 pcs),Wings,Standard,2,Phone,45.96
11032,600,2024-08-25,18:54,Sunday,Caesar Salad,Salad,Standard,3,Phone,29.97
11033,2403,2025-04-30,19:46,Wednesday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
11034,4223,2025-08-02,21:00,Saturday,Farmhouse Classic Pizza,Pizza,Small,2,Phone,37.42
11035,162,2025-07-08,19:24,Tuesday,Italiano Pizza,Pizza,Large,2,Walk-in,49.9
11036,6812,2024-10-18,19:52,Friday,Prawns Paradise Pizza,Pizza,Large,1,Phone,24.95
11037,7909,2024-12-29,13:11,Sunday,BBQ Chicken Pizza,Pizza,Medium,2,Online,41.58
11038,231,2024-12-25,22:48,Wednesday,Cheesy Garlic Bread,Side,Standard,2,Phone,23.98
11039,7927,2024-07-16,20:55,Tuesday,Italiano Pizza,Pizza,Large,4,Walk-in,99.79
11040,7890,2025-02-23,19:03,Sunday,Italiano Pizza,Pizza,Large,2,Phone,49.9
11041,2775,2024-07-22,21:32,Monday,Vegetarian Classic Pizza,Pizza,Small,1,Online,17.99
11042,1615,2024-08-02,20:39,Friday,Caesar Salad,Salad,Standard,2,Walk-in,19.98
11043,2224,2024-05-08,18:40,Wednesday,Garlic Bread,Side,Standard,4,Phone,35.96
11044,3213,2025-01-28,14:35,Tuesday,Meat Feast Pizza,Pizza,Medium,2,Walk-in,41.58
11045,3551,2025-12-03,22:02,Wednesday,Chicken Parmesan Pizza,Pizza,Medium,3,Walk-in,62.37
11046,4378,2025-12-05,21:33,Friday,Prawns Paradise Pizza,Pizza,Large,4,Walk-in,99.79
11047,6932,2024-01-14,22:05,Sunday,Caesar Salad,Salad,Standard,3,Walk-in,29.97
11048,3330,2025-08-22,19:12,Friday,Chicken Parmesan Pizza,Pizza,Medium,2,Online,41.58
11049,6556,2024-01-16,21:46,Tuesday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
11050,3186,2025-02-02,21:03,Sunday,Margherita Pizza,Pizza,Large,4,Phone,95.95
11051,6961,2025-04-11,20:39,Friday,Chicken Parmesan Pizza,Pizza,Small,4,Phone,74.84
11052,6976,2024-05-05,21:32,Sunday,Soft Drink 1.25L,Drink,Standard,4,Phone,31.96
11053,5878,2025-09-17,14:02,Wednesday,BBQ Chicken Pizza,Pizza,Small,1,Phone,18.71
11054,7655,2024-10-27,21:23,Sunday,Chicken Parmesan Pizza,Pizza,Medium,1,Online,20.79
11055,4358,2025-03-02,21:43,Sunday,BBQ Chicken Pizza,Pizza,Small,2,Walk-in,37.42
11056,4759,2024-08-30,12:15,Friday,Chicken Parmesan Pizza,Pizza,Medium,4,Walk-in,83.16
11057,4025,2025-04-08,21:47,Tuesday,BBQ Chicken Pizza,Pizza,Large,3,Online,74.84
11058,1603,2025-11-08,12:19,Saturday,Farmhouse Classic Pizza,Pizza,Small,3,Walk-in,56.13
11059,284,2024-12-01,20:12,Sunday,Garlic Bread,Side,Standard,2,Online,17.98
11060,7444,2024-12-25,19:55,Wednesday,Spicy Chicken Pizza,Pizza,Large,1,Phone,24.95
11061,1272,2024-02-04,19:51,Sunday,Margherita Pizza,Pizza,Large,2,Online,47.98
11062,7011,2024-01-03,21:40,Wednesday,Margherita Pizza,Pizza,Small,4,Online,71.96
11063,1209,2025-05-23,20:17,Friday,Cheesy Pepperoni Pizza,Pizza,Large,4,Phone,99.79
11064,6599,2025-02-16,19:56,Sunday,Chicken Parmesan Pizza,Pizza,Small,3,Online,56.13
11065,1556,2025-07-02,21:07,Wednesday,Chicken Parmesan Pizza,Pizza,Large,2,Walk-in,49.9
11066,422,2025-12-02,20:39,Tuesday,Wings (8 pcs),Wings,Standard,1,Walk-in,22.98
11067,1971,2025-09-07,21:05,Sunday,Spicy Chicken Pizza,Pizza,Large,3,Phone,74.84
11068,773,2024-03-30,19:03,Saturday,Prawns Paradise Pizza,Pizza,Small,2,Online,37.42
11069,3761,2025-06-05,21:04,Thursday,Meat Feast Pizza,Pizza,Medium,1,Walk-in,20.79
11070,6772,2025-04-22,20:32,Tuesday,Soft Drink 1.25L,Drink,Standard,1,Walk-in,7.99
11071,2259,2025-08-26,22:16,Tuesday,Vegetarian Classic Pizza,Pizza,Small,2,Walk-in,35.98
11072,5408,2024-05-20,13:30,Monday,BBQ Chicken Pizza,Pizza,Large,2,Online,49.9
11073,1456,2025-11-27,21:46,Thursday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
11074,5337,2024-10-07,19:28,Monday,Spicy Chicken Pizza,Pizza,Medium,4,Phone,83.16
11075,554,2024-01-23,20:56,Tuesday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
11076,451,2024-05-03,20:04,Friday,Wings (8 pcs),Wings,Standard,2,Phone,45.96
11077,5334,2024-10-17,14:54,Thursday,Spicy Chicken Pizza,Pizza,Small,1,Phone,18.71
11078,2635,2024-09-26,19:32,Thursday,Cheesy Pepperoni Pizza,Pizza,Small,4,Phone,74.84
11079,5673,2024-07-09,14:17,Tuesday,Meat Feast Pizza,Pizza,Small,3,Walk-in,56.13
11080,794,2024-09-16,22:19,Monday,Garlic Bread,Side,Standard,1,Phone,8.99
11081,21,2025-02-21,20:13,Friday,Cheesy Garlic Bread,Side,Standard,2,Phone,23.98
11082,5122,2025-06-07,18:48,Saturday,Soft Drink 1.25L,Drink,Standard,2,Walk-in,15.98
11083,6878,2024-09-06,12:35,Friday,Caesar Salad,Salad,Standard,4,Phone,39.96
11084,1201,2025-08-04,19:49,Monday,Garlic Bread,Side,Standard,2,Phone,17.98
11085,1575,2024-03-08,21:20,Friday,Soft Drink 1.25L,Drink,Standard,1,Walk-in,7.99
11086,3059,2025-05-27,19:48,Tuesday,Cheesy Pepperoni Pizza,Pizza,Large,2,Walk-in,49.9
11087,7169,2024-12-24,21:30,Tuesday,BBQ Chicken Pizza,Pizza,Medium,2,Walk-in,41.58
11088,752,2024-05-06,21:33,Monday,Margherita Pizza,Pizza,Small,1,Phone,17.99
11089,1486,2024-01-28,21:04,Sunday,Prawns Paradise Pizza,Pizza,Small,1,Online,18.71
11090,4836,2025-11-07,20:40,Friday,BBQ Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
11091,5795,2024-01-05,21:46,Friday,Wings (8 pcs),Wings,Standard,1,Walk-in,22.98
11092,7704,2025-08-08,19:45,Friday,Caesar Salad,Salad,Standard,4,Phone,39.96
11093,207,2025-08-31,18:36,Sunday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
11094,4866,2024-07-18,22:44,Thursday,Chicken Parmesan Pizza,Pizza,Medium,2,Online,41.58
11095,2556,2024-11-07,20:34,Thursday,Vegetarian Classic Pizza,Pizza,Medium,3,Phone,59.97
11096,684,2024-12-15,19:06,Sunday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
11097,4274,2024-11-23,20:24,Saturday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
11098,2145,2024-09-15,21:37,Sunday,Vegetarian Classic Pizza,Pizza,Small,2,Online,35.98
11099,7540,2025-01-30,20:39,Thursday,Vegetarian Classic Pizza,Pizza,Small,1,Phone,17.99
11100,7978,2025-03-06,20:10,Thursday,Meat Feast Pizza,Pizza,Large,2,Online,49.9
11101,4908,2025-02-01,14:10,Saturday,Margherita Pizza,Pizza,Medium,2,Walk-in,39.98
11102,164,2024-01-20,14:58,Saturday,Prawns Paradise Pizza,Pizza,Large,2,Phone,49.9
11103,4422,2024-12-21,14:04,Saturday,BBQ Chicken Pizza,Pizza,Small,4,Walk-in,74.84
11104,1686,2025-11-05,20:11,Wednesday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
11105,5407,2024-10-18,18:35,Friday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
11106,5035,2025-08-22,13:06,Friday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
11107,838,2025-02-01,22:49,Saturday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
11108,3745,2025-06-06,18:54,Friday,Garlic Bread,Side,Standard,3,Walk-in,26.97
11109,4498,2024-10-23,19:28,Wednesday,Vegetarian Classic Pizza,Pizza,Small,1,Online,17.99
11110,7937,2025-12-18,22:59,Thursday,Margherita Pizza,Pizza,Medium,4,Online,79.96
11111,5610,2025-06-12,20:38,Thursday,Wings (8 pcs),Wings,Standard,4,Phone,91.92
11112,5677,2025-04-30,20:59,Wednesday,Italiano Pizza,Pizza,Small,3,Online,56.13
11113,5083,2024-06-04,22:46,Tuesday,BBQ Chicken Pizza,Pizza,Large,4,Walk-in,99.79
11114,7187,2025-01-11,20:51,Saturday,Garlic Bread,Side,Standard,4,Phone,35.96
11115,1920,2024-06-09,19:35,Sunday,Italiano Pizza,Pizza,Small,3,Online,56.13
11116,1808,2025-06-21,18:45,Saturday,Italiano Pizza,Pizza,Large,4,Phone,99.79
11117,3842,2024-09-08,19:28,Sunday,Spicy Chicken Pizza,Pizza,Small,1,Online,18.71
11118,2067,2025-12-13,20:57,Saturday,Cheesy Pepperoni Pizza,Pizza,Small,3,Online,56.13
11119,18,2024-03-12,22:06,Tuesday,Garlic Bread,Side,Standard,2,Online,17.98
11120,1585,2024-06-02,22:25,Sunday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
11121,1025,2024-07-01,18:56,Monday,Italiano Pizza,Pizza,Medium,2,Phone,41.58
11122,4764,2024-10-12,22:27,Saturday,Pasta Carbonara,Pasta,Standard,1,Online,19.99
11123,531,2025-04-26,19:14,Saturday,Farmhouse Classic Pizza,Pizza,Medium,1,Phone,20.79
11124,5539,2025-08-28,19:51,Thursday,BBQ Chicken Pizza,Pizza,Medium,2,Phone,41.58
11125,7639,2025-01-08,19:56,Wednesday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
11126,298,2025-11-11,21:26,Tuesday,Chicken Parmesan Pizza,Pizza,Small,2,Walk-in,37.42
11127,399,2024-11-24,21:16,Sunday,Cheesy Garlic Bread,Side,Standard,3,Walk-in,35.97
11128,5138,2024-01-21,21:13,Sunday,Soft Drink 1.25L,Drink,Standard,3,Walk-in,23.97
11129,3682,2025-06-27,21:30,Friday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
11130,2884,2025-10-31,20:52,Friday,Garlic Bread,Side,Standard,2,Walk-in,17.98
11131,2455,2024-06-29,18:57,Saturday,Prawns Paradise Pizza,Pizza,Small,2,Online,37.42
11132,4831,2024-05-12,12:47,Sunday,Vegetarian Classic Pizza,Pizza,Large,2,Online,47.98
11133,3988,2025-04-27,19:04,Sunday,Cheesy Pepperoni Pizza,Pizza,Small,4,Walk-in,74.84
11134,6635,2025-12-06,20:15,Saturday,Chicken Parmesan Pizza,Pizza,Large,4,Online,99.79
11135,1565,2025-07-10,18:21,Thursday,Margherita Pizza,Pizza,Large,3,Phone,71.96
11136,6628,2025-05-26,18:32,Monday,Cheesy Pepperoni Pizza,Pizza,Small,3,Walk-in,56.13
11137,2062,2024-09-26,21:47,Thursday,Italiano Pizza,Pizza,Medium,4,Walk-in,83.16
11138,1064,2024-04-04,18:12,Thursday,Margherita Pizza,Pizza,Small,4,Walk-in,71.96
11139,5042,2024-11-30,19:08,Saturday,Chicken Parmesan Pizza,Pizza,Large,3,Walk-in,74.84
11140,5531,2024-07-12,19:54,Friday,Vegetarian Classic Pizza,Pizza,Medium,3,Walk-in,59.97
11141,7921,2025-08-03,18:28,Sunday,Vegetarian Classic Pizza,Pizza,Large,2,Walk-in,47.98
11142,5393,2025-11-26,18:47,Wednesday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
11143,5153,2025-06-20,21:37,Friday,Italiano Pizza,Pizza,Medium,2,Online,41.58
11144,7817,2025-06-27,19:00,Friday,Cheesy Garlic Bread,Side,Standard,1,Phone,11.99
11145,2804,2024-11-27,19:17,Wednesday,Cheesy Garlic Bread,Side,Standard,1,Phone,11.99
11146,1630,2025-02-17,12:26,Monday,Prawns Paradise Pizza,Pizza,Small,2,Phone,37.42
11147,313,2024-09-02,18:33,Monday,Caesar Salad,Salad,Standard,3,Phone,29.97
11148,7480,2025-05-05,20:17,Monday,Italiano Pizza,Pizza,Medium,2,Online,41.58
11149,2389,2025-11-15,22:17,Saturday,Chicken Parmesan Pizza,Pizza,Large,2,Online,49.9
11150,5207,2025-03-29,20:31,Saturday,Wings (8 pcs),Wings,Standard,2,Walk-in,45.96
11151,6389,2025-09-08,19:02,Monday,Vegetarian Classic Pizza,Pizza,Large,1,Phone,23.99
11152,3522,2024-04-26,21:58,Friday,Vegetarian Classic Pizza,Pizza,Small,2,Phone,35.98
11153,4040,2024-10-03,20:29,Thursday,Chicken Parmesan Pizza,Pizza,Large,1,Online,24.95
11154,7333,2024-01-22,21:28,Monday,Cheesy Garlic Bread,Side,Standard,4,Online,47.96
11155,1420,2024-08-09,19:04,Friday,Chicken Parmesan Pizza,Pizza,Small,1,Online,18.71
11156,7427,2024-08-21,19:31,Wednesday,Wings (8 pcs),Wings,Standard,2,Walk-in,45.96
11157,1218,2025-06-16,14:04,Monday,Prawns Paradise Pizza,Pizza,Small,1,Walk-in,18.71
11158,5249,2024-04-29,22:04,Monday,Vegetarian Classic Pizza,Pizza,Large,4,Online,95.95
11159,7215,2025-07-22,19:39,Tuesday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
11160,1307,2024-11-11,21:05,Monday,Cheesy Pepperoni Pizza,Pizza,Large,3,Phone,74.84
11161,5717,2025-02-24,21:46,Monday,Cheesy Garlic Bread,Side,Standard,3,Phone,35.97
11162,1636,2025-02-03,20:19,Monday,Cheesy Pepperoni Pizza,Pizza,Large,1,Phone,24.95
11163,4071,2024-01-10,21:36,Wednesday,Garlic Bread,Side,Standard,2,Phone,17.98
11164,3860,2024-07-06,20:37,Saturday,Margherita Pizza,Pizza,Small,1,Walk-in,17.99
11165,586,2024-08-25,21:37,Sunday,Farmhouse Classic Pizza,Pizza,Medium,4,Phone,83.16
11166,3726,2025-11-13,21:54,Thursday,Meat Feast Pizza,Pizza,Medium,2,Phone,41.58
11167,1845,2025-11-10,20:08,Monday,Cheesy Garlic Bread,Side,Standard,2,Online,23.98
11168,5852,2024-11-20,22:30,Wednesday,Cheesy Pepperoni Pizza,Pizza,Medium,1,Online,20.79
11169,3708,2024-04-10,18:54,Wednesday,Cheesy Garlic Bread,Side,Standard,2,Walk-in,23.98
11170,1635,2025-12-19,22:33,Friday,Spicy Chicken Pizza,Pizza,Large,2,Phone,49.9
11171,4605,2025-03-08,13:48,Saturday,Chicken Parmesan Pizza,Pizza,Medium,1,Phone,20.79
11172,4153,2025-07-15,13:49,Tuesday,Margherita Pizza,Pizza,Medium,1,Phone,19.99
11173,1540,2025-01-02,18:41,Thursday,BBQ Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
11174,586,2025-07-02,21:59,Wednesday,Margherita Pizza,Pizza,Medium,3,Walk-in,59.97
11175,5066,2025-12-22,21:05,Monday,Margherita Pizza,Pizza,Large,3,Phone,71.96
11176,2694,2024-11-13,19:36,Wednesday,Farmhouse Classic Pizza,Pizza,Medium,1,Walk-in,20.79
11177,1405,2025-05-14,18:45,Wednesday,Prawns Paradise Pizza,Pizza,Small,1,Phone,18.71
11178,3820,2025-09-28,18:22,Sunday,Cheesy Pepperoni Pizza,Pizza,Small,1,Online,18.71
11179,80,2024-12-15,18:55,Sunday,Italiano Pizza,Pizza,Medium,3,Walk-in,62.37
11180,5339,2024-01-07,18:10,Sunday,Meat Feast Pizza,Pizza,Medium,4,Phone,83.16
11181,2368,2024-02-21,18:56,Wednesday,Prawns Paradise Pizza,Pizza,Small,1,Online,18.71
11182,1283,2024-10-12,19:18,Saturday,Pasta Carbonara,Pasta,Standard,1,Phone,19.99
11183,1648,2025-05-28,19:08,Wednesday,Cheesy Garlic Bread,Side,Standard,1,Walk-in,11.99
11184,5042,2024-10-29,18:46,Tuesday,Cheesy Garlic Bread,Side,Standard,1,Online,11.99
11185,5647,2024-02-24,20:52,Saturday,Meat Feast Pizza,Pizza,Large,3,Online,74.84
11186,7214,2025-03-29,20:10,Saturday,Cheesy Garlic Bread,Side,Standard,2,Walk-in,23.98
11187,1800,2025-01-27,13:08,Monday,Prawns Paradise Pizza,Pizza,Medium,4,Phone,83.16
11188,4621,2025-08-25,19:41,Monday,Chicken Parmesan Pizza,Pizza,Large,2,Walk-in,49.9
11189,935,2024-12-15,20:58,Sunday,Margherita Pizza,Pizza,Large,3,Phone,71.96
11190,4268,2025-04-26,21:11,Saturday,Wings (8 pcs),Wings,Standard,2,Walk-in,45.96
11191,4558,2025-04-13,18:36,Sunday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
11192,3294,2024-09-15,19:00,Sunday,Meat Feast Pizza,Pizza,Medium,3,Walk-in,62.37
11193,781,2024-05-02,19:22,Thursday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
11194,1806,2024-10-11,20:26,Friday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
11195,3502,2025-10-09,19:46,Thursday,Chicken Parmesan Pizza,Pizza,Medium,4,Walk-in,83.16
11196,1439,2024-01-15,12:13,Monday,Wings (8 pcs),Wings,Standard,1,Walk-in,22.98
11197,4880,2025-08-02,19:03,Saturday,Meat Feast Pizza,Pizza,Large,1,Online,24.95
11198,7880,2025-11-18,20:18,Tuesday,Prawns Paradise Pizza,Pizza,Medium,4,Phone,83.16
11199,1616,2024-10-22,21:10,Tuesday,Italiano Pizza,Pizza,Large,3,Walk-in,74.84
11200,4550,2024-03-10,21:33,Sunday,Margherita Pizza,Pizza,Small,3,Walk-in,53.97
11201,6310,2025-10-30,19:45,Thursday,Prawns Paradise Pizza,Pizza,Large,2,Online,49.9
11202,6653,2025-12-29,21:31,Monday,Prawns Paradise Pizza,Pizza,Medium,2,Walk-in,41.58
11203,817,2024-08-25,19:25,Sunday,Prawns Paradise Pizza,Pizza,Small,2,Walk-in,37.42
11204,6963,2024-08-24,19:40,Saturday,Prawns Paradise Pizza,Pizza,Small,4,Phone,74.84
11205,6280,2024-12-24,18:19,Tuesday,BBQ Chicken Pizza,Pizza,Small,1,Phone,18.71
11206,6616,2024-08-02,19:20,Friday,Spicy Chicken Pizza,Pizza,Large,3,Phone,74.84
11207,7457,2024-08-31,19:59,Saturday,Vegetarian Classic Pizza,Pizza,Medium,1,Phone,19.99
11208,5243,2024-09-15,21:55,Sunday,Cheesy Pepperoni Pizza,Pizza,Small,1,Phone,18.71
11209,1083,2024-09-14,20:00,Saturday,Vegetarian Classic Pizza,Pizza,Small,4,Online,71.96
11210,1925,2024-07-09,20:28,Tuesday,BBQ Chicken Pizza,Pizza,Small,1,Walk-in,18.71
11211,5200,2025-11-03,21:44,Monday,Meat Feast Pizza,Pizza,Large,2,Walk-in,49.9
11212,1483,2024-05-21,22:47,Tuesday,Soft Drink 1.25L,Drink,Standard,1,Online,7.99
11213,501,2025-03-20,19:48,Thursday,Meat Feast Pizza,Pizza,Small,3,Walk-in,56.13
11214,7200,2024-04-27,12:51,Saturday,Meat Feast Pizza,Pizza,Large,3,Walk-in,74.84
11215,5266,2025-01-30,19:12,Thursday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
11216,5445,2024-05-22,20:30,Wednesday,Vegetarian Classic Pizza,Pizza,Large,4,Walk-in,95.95
11217,953,2024-07-29,19:21,Monday,Caesar Salad,Salad,Standard,3,Walk-in,29.97
11218,4218,2025-12-30,20:01,Tuesday,Soft Drink 1.25L,Drink,Standard,2,Walk-in,15.98
11219,7913,2024-09-30,21:53,Monday,Vegetarian Classic Pizza,Pizza,Medium,1,Phone,19.99
11220,4385,2024-07-10,19:56,Wednesday,Margherita Pizza,Pizza,Large,1,Online,23.99
11221,7204,2024-03-31,20:58,Sunday,Cheesy Pepperoni Pizza,Pizza,Large,1,Online,24.95
11222,1073,2025-04-30,20:49,Wednesday,Prawns Paradise Pizza,Pizza,Medium,3,Online,62.37
11223,2060,2024-11-23,22:58,Saturday,Margherita Pizza,Pizza,Medium,1,Walk-in,19.99
11224,6932,2024-02-04,19:10,Sunday,Spicy Chicken Pizza,Pizza,Large,2,Walk-in,49.9
11225,563,2025-07-28,19:38,Monday,Caesar Salad,Salad,Standard,3,Walk-in,29.97
11226,406,2024-05-08,18:35,Wednesday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
11227,1835,2025-08-31,22:42,Sunday,Vegetarian Classic Pizza,Pizza,Large,1,Online,23.99
11228,3538,2025-03-13,20:28,Thursday,Farmhouse Classic Pizza,Pizza,Large,1,Walk-in,24.95
11229,4833,2024-03-18,20:04,Monday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
11230,4442,2025-09-07,19:22,Sunday,Meat Feast Pizza,Pizza,Small,1,Walk-in,18.71
11231,2347,2024-10-05,19:55,Saturday,Meat Feast Pizza,Pizza,Medium,4,Phone,83.16
11232,7348,2024-01-24,19:30,Wednesday,Vegetarian Classic Pizza,Pizza,Large,1,Online,23.99
11233,7231,2024-10-01,22:50,Tuesday,Soft Drink 1.25L,Drink,Standard,3,Online,23.97
11234,3032,2025-04-30,18:56,Wednesday,Spicy Chicken Pizza,Pizza,Small,2,Online,37.42
11235,203,2025-05-10,20:48,Saturday,Vegetarian Classic Pizza,Pizza,Medium,2,Walk-in,39.98
11236,411,2025-03-31,20:29,Monday,Caesar Salad,Salad,Standard,2,Online,19.98
11237,1987,2024-06-19,14:34,Wednesday,Caesar Salad,Salad,Standard,4,Online,39.96
11238,5331,2025-01-09,13:33,Thursday,Cheesy Garlic Bread,Side,Standard,2,Online,23.98
11239,2934,2025-03-21,22:13,Friday,BBQ Chicken Pizza,Pizza,Medium,2,Online,41.58
11240,1523,2025-08-17,14:13,Sunday,Farmhouse Classic Pizza,Pizza,Large,4,Phone,99.79
11241,1168,2024-10-26,19:49,Saturday,Italiano Pizza,Pizza,Large,2,Phone,49.9
11242,2087,2025-08-21,18:13,Thursday,Spicy Chicken Pizza,Pizza,Medium,2,Phone,41.58
11243,2526,2024-01-07,19:55,Sunday,Farmhouse Classic Pizza,Pizza,Small,1,Phone,18.71
11244,4880,2025-06-26,18:29,Thursday,Caesar Salad,Salad,Standard,1,Walk-in,9.99
11245,2597,2025-05-17,20:27,Saturday,Spicy Chicken Pizza,Pizza,Large,4,Phone,99.79
11246,2773,2025-02-17,20:47,Monday,Meat Feast Pizza,Pizza,Medium,2,Phone,41.58
11247,3753,2025-04-15,19:26,Tuesday,Chicken Parmesan Pizza,Pizza,Small,4,Walk-in,74.84
11248,3502,2024-12-26,18:08,Thursday,Cheesy Garlic Bread,Side,Standard,1,Walk-in,11.99
11249,5578,2024-05-16,18:09,Thursday,Margherita Pizza,Pizza,Small,3,Phone,53.97
11250,2936,2024-02-17,22:36,Saturday,BBQ Chicken Pizza,Pizza,Small,4,Phone,74.84
11251,4278,2025-03-16,13:13,Sunday,Caesar Salad,Salad,Standard,4,Phone,39.96
11252,7684,2024-11-02,21:53,Saturday,Vegetarian Classic Pizza,Pizza,Medium,3,Phone,59.97
11253,5717,2025-01-24,20:26,Friday,Spicy Chicken Pizza,Pizza,Small,4,Online,74.84
11254,1490,2025-11-20,22:00,Thursday,Vegetarian Classic Pizza,Pizza,Medium,4,Walk-in,79.96
11255,6339,2024-09-24,19:54,Tuesday,Garlic Bread,Side,Standard,4,Phone,35.96
11256,2856,2025-10-19,22:01,Sunday,Farmhouse Classic Pizza,Pizza,Small,3,Online,56.13
11257,7718,2025-02-09,20:42,Sunday,Spicy Chicken Pizza,Pizza,Medium,1,Online,20.79
11258,2813,2024-05-07,22:51,Tuesday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Phone,62.37
11259,1553,2024-06-30,19:16,Sunday,BBQ Chicken Pizza,Pizza,Medium,1,Online,20.79
11260,3944,2025-11-28,19:38,Friday,Meat Feast Pizza,Pizza,Large,3,Phone,74.84
11261,2783,2024-08-12,21:03,Monday,Margherita Pizza,Pizza,Large,2,Online,47.98
11262,7810,2024-06-03,14:57,Monday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
11263,7486,2025-01-29,13:20,Wednesday,Margherita Pizza,Pizza,Large,1,Phone,23.99
11264,7974,2024-02-04,21:05,Sunday,Margherita Pizza,Pizza,Large,4,Online,95.95
11265,607,2024-11-02,21:01,Saturday,Cheesy Pepperoni Pizza,Pizza,Small,1,Walk-in,18.71
11266,7168,2025-01-29,19:20,Wednesday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
11267,3406,2024-06-28,14:21,Friday,Vegetarian Classic Pizza,Pizza,Medium,3,Phone,59.97
11268,4156,2024-12-16,21:00,Monday,Prawns Paradise Pizza,Pizza,Large,4,Walk-in,99.79
11269,6945,2024-01-04,14:10,Thursday,Chicken Parmesan Pizza,Pizza,Small,1,Phone,18.71
11270,5928,2024-09-27,19:33,Friday,Meat Feast Pizza,Pizza,Large,4,Phone,99.79
11271,2373,2025-01-22,19:15,Wednesday,Chicken Parmesan Pizza,Pizza,Large,4,Phone,99.79
11272,1007,2025-06-13,12:28,Friday,Margherita Pizza,Pizza,Medium,2,Walk-in,39.98
11273,1582,2025-10-06,13:30,Monday,Prawns Paradise Pizza,Pizza,Medium,4,Walk-in,83.16
11274,3011,2025-03-30,18:36,Sunday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
11275,742,2025-02-23,18:50,Sunday,Farmhouse Classic Pizza,Pizza,Small,3,Phone,56.13
11276,3749,2025-01-13,21:03,Monday,Soft Drink 1.25L,Drink,Standard,1,Walk-in,7.99
11277,589,2025-09-20,14:39,Saturday,Margherita Pizza,Pizza,Medium,2,Phone,39.98
11278,2558,2025-06-27,22:25,Friday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
11279,2899,2025-05-25,20:29,Sunday,Italiano Pizza,Pizza,Small,3,Phone,56.13
11280,3759,2024-02-14,12:17,Wednesday,Chicken Parmesan Pizza,Pizza,Small,1,Online,18.71
11281,3431,2024-04-12,13:05,Friday,Chicken Parmesan Pizza,Pizza,Medium,2,Online,41.58
11282,1589,2024-01-10,19:59,Wednesday,Margherita Pizza,Pizza,Small,1,Phone,17.99
11283,6608,2025-11-21,20:26,Friday,BBQ Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
11284,7804,2024-02-08,20:18,Thursday,Wings (8 pcs),Wings,Standard,2,Online,45.96
11285,2555,2024-03-28,21:51,Thursday,Caesar Salad,Salad,Standard,2,Online,19.98
