Customer_ID,Visit_Frequency,Avg_Order_Value,Last_Visit_Date,Preferred_Item,Preferred_Channel
1962,7,59.57857142857143,2025-08-17,BBQ Chicken Pizza,Online
1963,7,59.41142857142857,2025-09-03,Wings (8 pcs),Online
1964,9,47.07111111111111,2025-08-10,Italiano Pizza,Walk-in
1965,12,36.9375,2025-11-24,Italiano Pizza,Online
1966,5,33.54,2025-12-25,Caesar Salad,Phone
1967,9,61.06444444444445,2025-09-29,Cheesy Pepperoni Pizza,Walk-in
1968,8,41.34875,2025-07-26,Vegetarian Classic Pizza,Phone
1969,11,42.458181818181814,2025-12-12,Cheesy Garlic Bread,Walk-in
1970,9,40.08555555555555,2025-10-29,Caesar Salad,Phone
1971,10,31.65,2025-11-15,Caesar Salad,Walk-in
1972,6,62.248333333333335,2025-03-04,Vegetarian Classic Pizza,Walk-in
1973,7,48.32285714285714,2025-11-30,BBQ Chicken Pizza,Online
1974,6,36.60666666666666,2025-10-09,BBQ Chicken Pizza,Online
1975,6,33.589999999999996,2025-10-31,Soft Drink 1.25L,Online
1976,11,36.08909090909091,2025-11-27,Farmhouse Classic Pizza,Online
1977,10,43.411,2025-12-30,Italiano Pizza,Phone
1978,10,45.182,2025-12-23,Italiano Pizza,Phone
1979,8,44.74875,2025-12-05,Soft Drink 1.25L,Phone
1980,4,42.932500000000005,2025-12-04,Pasta Carbonara,Online
1981,8,27.22625,2025-08-25,Chicken Parmesan Pizza,Online
1982,5,50.772,2024-08-20,Cheesy Pepperoni Pizza,Phone
1983,4,50.589999999999996,2025-09-08,Margherita Pizza,Phone
1984,10,43.033,2025-12-08,Wings (8 pcs),Phone
1985,14,47.18,2025-10-01,BBQ Chicken Pizza,Walk-in
1986,7,27.541428571428572,2025-11-23,Caesar Salad,Online
1987,10,48.723,2025-09-13,Caesar Salad,Online
1988,4,59.3625,2025-10-11,Wings (8 pcs),Online
1989,6,43.22833333333333,2025-09-18,Garlic Bread,Walk-in
1990,7,48.81428571428571,2025-08-03,Caesar Salad,Online
1991,4,41.457499999999996,2025-03-10,BBQ Chicken Pizza,Online
1992,4,55.3025,2024-12-28,Farmhouse Classic Pizza,Walk-in
1993,7,37.879999999999995,2025-07-17,BBQ Chicken Pizza,Walk-in
1994,6,37.71333333333333,2025-03-07,Meat Feast Pizza,Online
1995,4,40.2975,2025-11-18,Chicken Parmesan Pizza,Walk-in
1996,1,74.84,2025-04-11,Prawns Paradise Pizza,Walk-in
1997,10,39.516,2025-06-22,Farmhouse Classic Pizza,Walk-in
1998,6,55.531666666666666,2025-07-28,Margherita Pizza,Phone
1999,7,41.871428571428574,2025-09-25,Caesar Salad,Online
2000,1,18.71,2024-12-06,Prawns Paradise Pizza,Online
2001,7,32.87428571428571,2025-08-13,BBQ Chicken Pizza,Online
2002,7,29.7,2025-12-18,Cheesy Garlic Bread,Phone
2003,3,32.623333333333335,2025-09-22,Cheesy Garlic Bread,Walk-in
2004,9,36.36666666666667,2025-07-23,Cheesy Garlic Bread,Online
2005,14,50.402142857142856,2025-12-01,Chicken Parmesan Pizza,Online
2006,3,42.97666666666667,2025-08-03,Pasta Carbonara,Phone
2007,4,55.73,2025-11-22,Meat Feast Pizza,Online
2008,7,53.24571428571429,2025-11-22,Prawns Paradise Pizza,Phone
2009,3,45.410000000000004,2025-10-08,BBQ Chicken Pizza,Phone
2010,8,55.52375,2025-11-30,Cheesy Pepperoni Pizza,Phone
2011,8,43.916250000000005,2025-07-21,Farmhouse Classic Pizza,Phone
2012,7,52.37,2025-08-07,Margherita Pizza,Walk-in
2013,8,50.225,2025-04-27,Pasta Carbonara,Walk-in
2014,6,32.96333333333333,2025-09-15,Caesar Salad,Walk-in
2015,8,31.71125,2025-12-20,Farmhouse Classic Pizza,Walk-in
2016,5,52.366,2025-05-22,Caesar Salad,Online
2017,10,45.601,2025-11-30,Cheesy Pepperoni Pizza,Phone
2018,4,53.254999999999995,2025-10-27,Cheesy Pepperoni Pizza,Phone
2019,5,37.43,2025-12-31,Soft Drink 1.25L,Phone
2020,4,31.1025,2025-10-07,BBQ Chicken Pizza,Phone
2021,10,30.351999999999997,2025-10-27,Garlic Bread,Walk-in
2022,3,50.74,2025-10-28,BBQ Chicken Pizza,Phone
2023,9,51.29888888888889,2025-08-29,Italiano Pizza,Online
2024,5,42.154,2025-12-22,Meat Feast Pizza,Online
2025,4,50.3925,2025-06-28,Spicy Chicken Pizza,Online
2026,10,43.655,2025-05-08,Farmhouse Classic Pizza,Online
2027,5,43.406,2025-06-17,Garlic Bread,Online
2028,3,36.016666666666666,2025-05-31,Cheesy Pepperoni Pizza,Walk-in
2029,9,54.53,2025-10-08,Prawns Paradise Pizza,Online
2030,6,57.708333333333336,2025-10-09,Caesar Salad,Online
2031,5,40.86,2025-06-14,Cheesy Garlic Bread,Online
2032,10,37.065,2025-10-06,Cheesy Pepperoni Pizza,Walk-in
2033,12,51.30916666666667,2025-12-19,Pasta Carbonara,Walk-in
2034,8,45.30375,2025-08-23,Spicy Chicken Pizza,Online
2035,2,24.975,2024-11-11,Caesar Salad,Phone
2036,7,34.59428571428571,2025-07-17,Caesar Salad,Walk-in
2037,7,38.26428571428572,2025-07-18,Prawns Paradise Pizza,Walk-in
2038,9,37.099999999999994,2025-10-25,Chicken Parmesan Pizza,Online
2039,7,44.89,2025-09-02,Pasta Carbonara,Online
2040,9,39.27777777777778,2025-11-21,Prawns Paradise Pizza,Walk-in
2041,7,45.068571428571424,2025-04-05,Spicy Chicken Pizza,Phone
2042,6,60.37166666666667,2025-04-01,Cheesy Pepperoni Pizza,Phone
2043,2,52.405,2025-12-10,Caesar Salad,Phone
2044,5,56.416,2025-10-26,BBQ Chicken Pizza,Walk-in
2045,7,40.37571428571429,2025-10-24,Cheesy Garlic Bread,Online
2046,7,40.65,2025-10-26,Meat Feast Pizza,Walk-in
2047,4,48.364999999999995,2025-12-10,BBQ Chicken Pizza,Phone
2048,7,33.12571428571429,2025-07-23,Cheesy Garlic Bread,Walk-in
2049,7,47.39857142857143,2025-12-20,Prawns Paradise Pizza,Online
2050,5,42.074,2025-12-28,Pasta Carbonara,Online
2051,12,45.01583333333334,2025-12-30,Garlic Bread,Walk-in
2052,5,74.076,2025-12-21,Cheesy Pepperoni Pizza,Online
2053,5,27.333999999999996,2025-11-17,Prawns Paradise Pizza,Online
2054,5,61.378,2025-03-08,Chicken Parmesan Pizza,Online
2055,7,68.73428571428572,2025-12-26,Prawns Paradise Pizza,Walk-in
2056,6,41.76,2025-12-02,Caesar Salad,Phone
2057,5,51.254,2025-12-16,Vegetarian Classic Pizza,Phone
2058,5,51.86,2025-05-24,BBQ Chicken Pizza,Walk-in
2059,6,65.47500000000001,2024-11-02,Italiano Pizza,Online
2060,6,55.696666666666665,2025-12-31,Meat Feast Pizza,Phone
2061,8,29.361250000000002,2025-12-21,Garlic Bread,Phone
2062,10,47.4,2025-09-07,Garlic Bread,Walk-in
2063,6,37.16166666666667,2025-07-12,Wings (8 pcs),Walk-in
2064,7,52.152857142857144,2025-08-12,Prawns Paradise Pizza,Phone
2065,7,38.521428571428565,2025-08-29,Garlic Bread,Phone
2066,6,53.05833333333334,2025-09-07,Wings (8 pcs),Online
2067,8,39.15625,2025-12-13,Caesar Salad,Online
2068,13,40.08923076923077,2025-12-29,Meat Feast Pizza,Phone
2069,8,60.628750000000004,2025-11-21,Chicken Parmesan Pizza,Walk-in
2070,4,38.87,2025-12-25,BBQ Chicken Pizza,Walk-in
2071,9,39.41555555555556,2025-05-20,Margherita Pizza,Phone
2072,7,50.60428571428571,2025-07-24,Spicy Chicken Pizza,Phone
2073,5,38.444,2025-12-17,Cheesy Garlic Bread,Online
2074,6,56.10833333333333,2025-09-05,Italiano Pizza,Phone
2075,5,63.488,2025-12-06,Italiano Pizza,Phone
2076,6,22.646666666666665,2025-09-27,Cheesy Garlic Bread,Online
2077,7,42.51571428571429,2025-10-25,Spicy Chicken Pizza,Walk-in
2078,8,49.573750000000004,2025-12-25,Cheesy Pepperoni Pizza,Online
2079,4,50.535,2025-12-20,Spicy Chicken Pizza,Online
2080,3,30.383333333333336,2024-11-07,BBQ Chicken Pizza,Online
2081,9,43.67333333333333,2025-12-06,Caesar Salad,Online
2082,10,51.49400000000001,2025-10-22,Cheesy Garlic Bread,Phone
2083,4,64.9175,2025-03-25,BBQ Chicken Pizza,Online
2084,9,32.824444444444445,2025-11-19,Cheesy Pepperoni Pizza,Walk-in
2085,5,29.560000000000002,2025-08-03,Caesar Salad,Online
2086,2,14.39,2025-11-29,BBQ Chicken Pizza,Phone
2087,4,45.5375,2025-08-21,BBQ Chicken Pizza,Phone
2088,7,47.98571428571429,2025-12-25,Spicy Chicken Pizza,Phone
2089,8,44.792500000000004,2025-09-29,Wings (8 pcs),Online
2090,6,34.12333333333333,2025-10-17,BBQ Chicken Pizza,Online
2091,3,27.21666666666667,2025-01-21,Caesar Salad,Walk-in
2092,7,36.46,2025-09-04,Meat Feast Pizza,Online
2093,4,55.2525,2025-05-05,Cheesy Garlic Bread,Online
2094,10,44.87,2025-12-25,Cheesy Pepperoni Pizza,Phone
2095,9,55.18555555555555,2025-08-26,Spicy Chicken Pizza,Walk-in
2096,11,45.98909090909091,2025-11-01,Italiano Pizza,Walk-in
2097,3,28.623333333333335,2024-08-03,Cheesy Garlic Bread,Online
2098,6,71.11,2025-06-11,Cheesy Pepperoni Pizza,Phone
2099,8,51.957499999999996,2025-10-29,Pasta Carbonara,Phone
2100,5,27.57,2025-08-06,Caesar Salad,Walk-in
2101,4,67.9525,2025-11-25,Cheesy Garlic Bread,Walk-in
2102,3,51.696666666666665,2025-02-21,Cheesy Garlic Bread,Walk-in
2103,8,52.35375,2025-11-01,Spicy Chicken Pizza,Phone
2104,10,36.894,2025-11-20,Garlic Bread,Online
2105,5,36.040000000000006,2025-02-28,Soft Drink 1.25L,Phone
2106,6,45.949999999999996,2025-09-30,BBQ Chicken Pizza,Phone
2107,10,50.721000000000004,2025-07-01,Meat Feast Pizza,Online
2108,5,47.653999999999996,2025-12-12,BBQ Chicken Pizza,Online
2109,6,50.87833333333333,2025-11-04,Cheesy Garlic Bread,Online
2110,5,41.348,2025-11-27,Pasta Carbonara,Walk-in
2111,6,30.908333333333335,2025-08-09,Caesar Salad,Walk-in
2112,5,38.78,2025-09-12,Chicken Parmesan Pizza,Phone
2113,6,41.56333333333333,2025-10-17,Cheesy Pepperoni Pizza,Walk-in
2114,6,47.81,2025-04-26,Vegetarian Classic Pizza,Phone
2115,6,36.485,2025-12-12,BBQ Chicken Pizza,Phone
2116,8,48.57125,2025-11-14,Pasta Carbonara,Walk-in
2117,7,48.73571428571428,2025-11-26,Chicken Parmesan Pizza,Walk-in
2118,7,52.707142857142856,2025-08-14,Margherita Pizza,Phone
2119,2,31.985,2025-12-07,Margherita Pizza,Walk-in
2120,10,45.29,2025-05-10,Cheesy Pepperoni Pizza,Online
2121,6,63.178333333333335,2024-11-13,Prawns Paradise Pizza,Online
2122,2,35.68,2024-05-19,Garlic Bread,Online
2123,7,44.354285714285716,2025-10-31,Garlic Bread,Walk-in
2124,10,59.934000000000005,2025-05-17,Vegetarian Classic Pizza,Phone
2125,5,38.013999999999996,2025-09-14,Caesar Salad,Walk-in
2126,6,54.44833333333333,2025-10-18,Vegetarian Classic Pizza,Online
2127,6,72.65833333333333,2025-12-03,Italiano Pizza,Online
2128,5,55.61800000000001,2025-12-11,Cheesy Garlic Bread,Online
2129,3,38.32,2024-12-03,BBQ Chicken Pizza,Online
2130,4,42.215,2025-02-07,BBQ Chicken Pizza,Walk-in
2131,8,46.18,2025-08-11,Cheesy Garlic Bread,Phone
2132,7,57.065714285714286,2025-09-14,Farmhouse Classic Pizza,Walk-in
2133,7,38.46714285714285,2025-11-25,Cheesy Pepperoni Pizza,Walk-in
2134,10,55.516,2025-08-21,BBQ Chicken Pizza,Online
2135,7,45.56142857142857,2025-12-12,Spicy Chicken Pizza,Walk-in
2136,11,36.806363636363635,2025-12-29,Cheesy Pepperoni Pizza,Walk-in
2137,6,48.74166666666667,2025-11-22,Chicken Parmesan Pizza,Phone
2138,9,52.117777777777775,2025-05-25,Margherita Pizza,Phone
2139,2,21.34,2025-11-17,BBQ Chicken Pizza,Online
2140,4,46.57,2024-09-11,Caesar Salad,Online
2141,11,51.70090909090909,2025-12-15,Spicy Chicken Pizza,Online
2142,7,39.824285714285715,2025-12-01,Margherita Pizza,Phone
2143,10,30.905,2025-11-18,Prawns Paradise Pizza,Online
2144,8,57.515,2025-12-23,Wings (8 pcs),Walk-in
2145,7,41.63285714285714,2025-07-25,Vegetarian Classic Pizza,Walk-in
2146,7,47.22571428571429,2025-10-30,BBQ Chicken Pizza,Online
2147,2,83.38,2025-06-13,Meat Feast Pizza,Online
2148,11,49.27090909090909,2025-12-31,Pasta Carbonara,Online
2149,7,36.90857142857143,2025-11-29,Soft Drink 1.25L,Online
2150,9,47.696666666666665,2025-12-11,Prawns Paradise Pizza,Walk-in
2151,8,63.22875,2025-06-09,Prawns Paradise Pizza,Online
2152,6,66.44666666666667,2025-09-29,Vegetarian Classic Pizza,Phone
2153,10,50.964,2025-12-19,Cheesy Garlic Bread,Phone
2154,5,58.202,2025-12-22,Wings (8 pcs),Online
2155,5,60.065999999999995,2024-10-08,Farmhouse Classic Pizza,Phone
2156,5,49.588,2025-10-11,Chicken Parmesan Pizza,Phone
2157,8,51.035,2025-11-23,BBQ Chicken Pizza,Phone
2158,9,46.17777777777778,2025-11-14,Cheesy Garlic Bread,Online
2159,6,57.673333333333325,2025-03-13,Cheesy Garlic Bread,Phone
2160,5,46.214,2025-03-11,Cheesy Garlic Bread,Phone
2161,6,70.91666666666667,2025-08-20,BBQ Chicken Pizza,Online
2162,10,45.897000000000006,2025-11-19,Cheesy Garlic Bread,Phone
2163,7,55.22571428571428,2025-12-10,Meat Feast Pizza,Phone
2164,1,17.98,2024-01-23,Garlic Bread,Online
2165,8,47.26875,2025-10-14,Spicy Chicken Pizza,Walk-in
2166,3,28.97333333333333,2025-03-27,Garlic Bread,Online
2167,6,69.80499999999999,2025-12-10,BBQ Chicken Pizza,Walk-in
2168,4,47.065000000000005,2025-12-21,Caesar Salad,Phone
2169,8,55.67125,2025-10-18,Cheesy Garlic Bread,Phone
2170,4,18.3875,2025-09-27,Chicken Parmesan Pizza,Walk-in
2171,8,43.015,2025-11-24,Italiano Pizza,Phone
2172,5,54.084,2025-05-29,Farmhouse Classic Pizza,Online
2173,4,25.3375,2025-05-10,Caesar Salad,Online
2174,6,45.29833333333334,2025-07-15,Cheesy Garlic Bread,Walk-in
2175,4,51.292500000000004,2025-09-27,Cheesy Pepperoni Pizza,Walk-in
2176,5,56.178,2025-12-06,Meat Feast Pizza,Online
2177,10,32.844,2025-12-24,Caesar Salad,Phone
2178,6,34.09166666666667,2025-11-01,Caesar Salad,Phone
2179,7,39.52142857142858,2025-12-11,Caesar Salad,Walk-in
2180,7,34.31142857142857,2024-10-28,BBQ Chicken Pizza,Walk-in
2181,2,74.025,2025-07-03,Spicy Chicken Pizza,Phone
2182,7,39.82285714285714,2025-10-28,BBQ Chicken Pizza,Phone
2183,7,56.28142857142857,2025-11-24,Wings (8 pcs),Online
2184,7,45.910000000000004,2025-08-10,BBQ Chicken Pizza,Walk-in
2185,5,42.408,2025-03-25,Cheesy Garlic Bread,Walk-in
2186,4,61.169999999999995,2025-12-31,Italiano Pizza,Online
2187,8,46.63375,2025-12-11,BBQ Chicken Pizza,Walk-in
2188,8,66.805,2025-07-31,BBQ Chicken Pizza,Online
2189,8,52.86875,2025-07-13,Cheesy Garlic Bread,Phone
2190,8,71.91625,2025-10-17,Chicken Parmesan Pizza,Phone
2191,6,53.24,2025-09-11,Spicy Chicken Pizza,Phone
2192,6,24.146666666666665,2025-08-25,Cheesy Garlic Bread,Phone
2193,3,51.11000000000001,2025-10-21,Italiano Pizza,Walk-in
2194,10,35.098,2025-11-02,Soft Drink 1.25L,Walk-in
2195,2,17.345,2025-08-27,Italiano Pizza,Phone
2196,6,53.91833333333333,2025-02-13,Cheesy Garlic Bread,Online
2197,9,39.312222222222225,2025-12-16,Caesar Salad,Online
2198,6,41.928333333333335,2025-11-17,Cheesy Garlic Bread,Walk-in
2199,7,48.22571428571428,2025-12-29,Meat Feast Pizza,Phone
2200,4,38.46,2025-11-18,Chicken Parmesan Pizza,Phone
2201,8,53.23375,2025-07-24,Chicken Parmesan Pizza,Walk-in
2202,7,46.74,2025-12-04,Margherita Pizza,Online
2203,6,30.385,2025-09-03,Vegetarian Classic Pizza,Online
2204,2,65.485,2024-12-20,Chicken Parmesan Pizza,Walk-in
2205,9,39.946666666666665,2025-08-04,BBQ Chicken Pizza,Online
2206,4,40.3975,2025-08-08,Cheesy Garlic Bread,Phone
2207,6,48.37166666666666,2025-11-02,Vegetarian Classic Pizza,Walk-in
2208,5,37.456,2025-05-20,Caesar Salad,Walk-in
2209,5,41.33,2025-11-22,BBQ Chicken Pizza,Online
2210,7,41.457142857142856,2025-12-18,Wings (8 pcs),Walk-in
2211,5,23.168,2025-09-06,Soft Drink 1.25L,Online
2212,6,68.64999999999999,2025-11-16,Vegetarian Classic Pizza,Walk-in
2213,10,34.291000000000004,2025-12-24,Garlic Bread,Walk-in
2214,4,40.42,2025-09-25,BBQ Chicken Pizza,Walk-in
2215,3,47.17666666666667,2025-09-25,Chicken Parmesan Pizza,Walk-in
2216,4,20.8675,2025-09-13,BBQ Chicken Pizza,Phone
2217,8,44.99375,2025-06-09,Cheesy Garlic Bread,Online
2218,7,62.61571428571428,2025-08-18,Meat Feast Pizza,Online
2219,9,40.464444444444446,2025-12-09,Meat Feast Pizza,Online
2220,5,34.79600000000001,2025-12-26,BBQ Chicken Pizza,Walk-in
2221,4,23.475,2025-07-26,Garlic Bread,Online
2222,6,42.82666666666666,2025-12-12,BBQ Chicken Pizza,Phone
2223,9,72.21111111111111,2025-12-12,Chicken Parmesan Pizza,Online
2224,10,41.358,2025-08-10,Cheesy Garlic Bread,Online
2225,6,62.34166666666667,2025-09-30,Pasta Carbonara,Phone
2226,7,48.51142857142857,2025-12-25,Cheesy Garlic Bread,Online
2227,5,60.96,2025-07-09,Chicken Parmesan Pizza,Online
2228,2,83.38,2024-06-11,Chicken Parmesan Pizza,Phone
2229,6,45.33166666666667,2025-12-27,Caesar Salad,Walk-in
2230,7,37.582857142857144,2025-08-02,Cheesy Pepperoni Pizza,Phone
2231,2,30.384999999999998,2025-10-26,BBQ Chicken Pizza,Online
2232,8,41.427499999999995,2025-11-17,Farmhouse Classic Pizza,Online
2233,5,33.962,2025-12-02,Garlic Bread,Phone
2234,10,42.43,2025-10-07,Garlic Bread,Phone
2235,6,43.85333333333333,2025-08-10,Caesar Salad,Walk-in
2236,7,51.635714285714286,2025-03-12,Farmhouse Classic Pizza,Online
2237,2,35.97,2025-12-16,Pasta Carbonara,Online
2238,9,37.60444444444445,2025-08-06,Cheesy Garlic Bread,Phone
2239,6,45.866666666666674,2025-05-13,Spicy Chicken Pizza,Online
2240,9,44.54888888888889,2025-10-01,Chicken Parmesan Pizza,Online
2241,3,63.903333333333336,2024-10-27,BBQ Chicken Pizza,Online
2242,9,51.50222222222222,2025-12-11,Cheesy Pepperoni Pizza,Phone
2243,5,57.928,2025-12-31,Wings (8 pcs),Walk-in
2244,9,44.40555555555555,2025-12-20,Farmhouse Classic Pizza,Online
2245,8,77.49875,2025-10-27,Spicy Chicken Pizza,Phone
2246,6,40.975,2025-11-14,Spicy Chicken Pizza,Online
2247,5,39.382,2025-04-28,Caesar Salad,Online
2248,4,29.655,2024-12-14,Meat Feast Pizza,Online
2249,5,39.634,2025-05-14,Farmhouse Classic Pizza,Walk-in
2250,3,41.6,2025-04-11,Caesar Salad,Walk-in
2251,3,17.646666666666665,2025-03-05,Caesar Salad,Online
2252,7,63.145714285714284,2025-05-08,Vegetarian Classic Pizza,Online
2253,9,44.84777777777778,2025-11-05,Wings (8 pcs),Walk-in
2254,3,70.68333333333334,2025-10-08,Italiano Pizza,Walk-in
2255,6,26.145,2025-07-24,Meat Feast Pizza,Phone
2256,6,48.16166666666667,2025-09-22,Garlic Bread,Online
2257,11,49.974545454545456,2025-10-22,Meat Feast Pizza,Phone
2258,9,51.23,2025-11-23,Spicy Chicken Pizza,Online
2259,7,30.454285714285714,2025-08-26,BBQ Chicken Pizza,Walk-in
2260,4,43.43,2025-12-27,Garlic Bread,Walk-in
2261,7,38.81142857142857,2025-12-04,Cheesy Garlic Bread,Phone
2262,10,51.289,2025-12-14,Farmhouse Classic Pizza,Online
2263,7,43.34428571428571,2025-09-02,Vegetarian Classic Pizza,Walk-in
2264,1,47.98,2025-01-27,Margherita Pizza,Walk-in
2265,3,30.96666666666667,2025-12-30,Garlic Bread,Online
2266,8,55.269999999999996,2025-12-12,Wings (8 pcs),Walk-in
2267,5,42.814,2025-11-24,BBQ Chicken Pizza,Online
2268,3,49.17333333333334,2025-10-21,Margherita Pizza,Online
2269,2,24.95,2024-08-28,BBQ Chicken Pizza,Online
2270,6,41.416666666666664,2025-09-12,BBQ Chicken Pizza,Online
2271,4,44.185,2025-09-11,Caesar Salad,Online
2272,6,36.611666666666665,2025-11-29,Italiano Pizza,Online
2273,8,51.165,2025-11-20,Italiano Pizza,Online
2274,8,44.019999999999996,2025-11-29,Pasta Carbonara,Online
2275,3,47.97666666666667,2025-11-16,Chicken Parmesan Pizza,Walk-in
2276,6,36.638333333333335,2025-01-19,Cheesy Garlic Bread,Phone
2277,2,69.885,2025-09-27,Margherita Pizza,Phone
2278,9,42.84444444444445,2025-12-13,Wings (8 pcs),Phone
2279,5,57.38199999999999,2025-10-11,Caesar Salad,Phone
2280,5,41.88,2024-08-06,Spicy Chicken Pizza,Phone
2281,3,37.42000000000001,2025-01-03,Cheesy Pepperoni Pizza,Walk-in
2282,4,73.8825,2025-04-08,BBQ Chicken Pizza,Phone
2283,9,40.26888888888889,2025-12-22,Chicken Parmesan Pizza,Online
2284,6,50.93333333333334,2025-10-07,Cheesy Garlic Bread,Online
2285,9,68.19999999999999,2025-07-21,Margherita Pizza,Phone
2286,3,40.94,2025-12-31,Cheesy Pepperoni Pizza,Online
2287,10,39.416,2025-12-21,BBQ Chicken Pizza,Online
2288,4,34.5375,2025-04-16,Caesar Salad,Walk-in
2289,7,56.644285714285715,2025-07-13,Chicken Parmesan Pizza,Walk-in
2290,7,48.019999999999996,2025-10-16,Farmhouse Classic Pizza,Online
2291,6,41.73,2025-08-25,Chicken Parmesan Pizza,Online
2292,5,62.108000000000004,2025-07-19,Italiano Pizza,Walk-in
2293,4,42.442499999999995,2025-02-16,Caesar Salad,Online
2294,6,33.28666666666667,2025-06-22,Caesar Salad,Walk-in
2295,9,56.02777777777778,2025-12-10,Margherita Pizza,Walk-in
2296,3,38.809999999999995,2025-08-11,Farmhouse Classic Pizza,Online
2297,2,66.685,2024-11-04,Cheesy Pepperoni Pizza,Online
2298,3,63.96,2025-08-13,Cheesy Pepperoni Pizza,Online
2299,8,41.81,2025-05-29,Spicy Chicken Pizza,Phone
2300,6,48.64833333333333,2025-12-30,BBQ Chicken Pizza,Online
2301,4,44.1775,2025-01-20,BBQ Chicken Pizza,Walk-in
2302,10,35.226,2025-07-21,Caesar Salad,Online
2303,10,49.207,2025-06-21,Cheesy Garlic Bread,Walk-in
2304,5,59.394000000000005,2025-07-29,Spicy Chicken Pizza,Online
2305,6,37.64,2025-12-18,Margherita Pizza,Online
2306,6,36.32833333333333,2025-06-01,Garlic Bread,Online
2307,2,36.34,2025-10-29,Italiano Pizza,Phone
2308,6,38.08166666666667,2025-11-11,BBQ Chicken Pizza,Online
2309,4,81.32,2025-04-05,Chicken Parmesan Pizza,Phone
2310,9,54.47333333333333,2025-10-22,BBQ Chicken Pizza,Online
2311,7,56.07857142857143,2025-05-26,Cheesy Garlic Bread,Online
2312,6,46.086666666666666,2025-11-17,Cheesy Pepperoni Pizza,Phone
2313,6,63.166666666666664,2025-10-29,BBQ Chicken Pizza,Online
2314,12,63.446666666666665,2025-12-28,Farmhouse Classic Pizza,Walk-in
2315,3,39.12333333333333,2025-12-13,Cheesy Pepperoni Pizza,Online
2316,5,36.525999999999996,2025-11-21,Wings (8 pcs),Phone
2317,6,26.503333333333334,2025-10-31,BBQ Chicken Pizza,Phone
2318,4,43.0525,2025-05-26,Cheesy Garlic Bread,Phone
2319,5,46.696000000000005,2025-06-22,Italiano Pizza,Phone
2320,7,42.01142857142857,2025-04-13,Wings (8 pcs),Phone
2321,9,57.44444444444444,2025-07-09,Cheesy Garlic Bread,Walk-in
2322,5,46.884,2025-08-05,Chicken Parmesan Pizza,Phone
2323,10,40.338,2025-10-27,Chicken Parmesan Pizza,Phone
2324,6,31.661666666666665,2025-05-18,Prawns Paradise Pizza,Phone
2325,6,61.14333333333334,2025-12-06,BBQ Chicken Pizza,Walk-in
2326,2,30.46,2024-07-28,Cheesy Garlic Bread,Online
2327,5,56.284000000000006,2025-10-27,Farmhouse Classic Pizza,Walk-in
2328,8,43.885,2025-12-07,Chicken Parmesan Pizza,Phone
2329,7,33.86142857142857,2025-05-05,Cheesy Garlic Bread,Walk-in
2330,7,63.88571428571429,2025-12-02,Spicy Chicken Pizza,Online
2331,6,42.83166666666667,2025-10-05,Cheesy Pepperoni Pizza,Online
2332,7,42.76714285714286,2025-03-10,Caesar Salad,Phone
2333,5,39.916,2025-05-31,Chicken Parmesan Pizza,Online
2334,9,40.64,2025-10-23,Cheesy Garlic Bread,Phone
2335,7,28.990000000000002,2025-11-04,BBQ Chicken Pizza,Online
2336,7,51.62,2025-12-27,Pasta Carbonara,Walk-in
2337,2,47.47,2025-10-09,Vegetarian Classic Pizza,Phone
2338,1,9.99,2025-01-23,Caesar Salad,Online
2339,8,48.676249999999996,2025-11-28,Italiano Pizza,Online
2340,5,35.410000000000004,2025-12-25,Cheesy Garlic Bread,Walk-in
2341,11,39.127272727272725,2025-07-31,Garlic Bread,Phone
2342,3,54.93,2025-10-04,Farmhouse Classic Pizza,Online
2343,6,41.446666666666665,2025-05-30,Farmhouse Classic Pizza,Phone
2344,2,62.370000000000005,2025-01-22,Chicken Parmesan Pizza,Phone
2345,9,50.82666666666667,2025-10-01,Italiano Pizza,Online
2346,4,42.115,2025-10-22,Italiano Pizza,Phone
2347,10,45.249,2025-12-12,Italiano Pizza,Online
2348,10,61.83200000000001,2025-07-16,Spicy Chicken Pizza,Phone
2349,6,58.416666666666664,2025-07-09,Cheesy Garlic Bread,Phone
2350,7,47.012857142857136,2025-12-10,Pasta Carbonara,Walk-in
2351,3,19.243333333333332,2025-11-01,Cheesy Garlic Bread,Phone
2352,6,46.31,2025-10-06,Spicy Chicken Pizza,Online
2353,12,52.208333333333336,2025-09-12,Cheesy Garlic Bread,Online
2354,7,46.56428571428571,2025-12-05,Spicy Chicken Pizza,Walk-in
2355,8,35.10375,2025-10-21,Garlic Bread,Online
2356,10,51.696000000000005,2025-11-28,BBQ Chicken Pizza,Walk-in
2357,2,66.75,2025-08-27,BBQ Chicken Pizza,Online
2358,7,52.22571428571428,2025-08-08,Cheesy Pepperoni Pizza,Phone
2359,4,50.415000000000006,2025-07-27,Cheesy Pepperoni Pizza,Online
2360,1,59.97,2024-07-31,Vegetarian Classic Pizza,Walk-in
2361,6,42.11166666666667,2025-12-30,Italiano Pizza,Online
2362,4,61.769999999999996,2025-09-08,Chicken Parmesan Pizza,Online
2363,11,55.17090909090909,2025-12-30,Wings (8 pcs),Online
2364,11,52.693636363636365,2025-09-02,Prawns Paradise Pizza,Phone
2365,4,45.1725,2025-03-21,Vegetarian Classic Pizza,Phone
2366,7,46.40571428571428,2025-11-13,Caesar Salad,Walk-in
